kind	sabk::model::LevelInfo
kind	sabk::model::Logic
kind	sabk::model::TileInfo
kind	sabk::model::Tile
member	myStart
member	INDEX_CHECKPOINT
member	INDEX_FLOWER
member	INDEX_EXIT
member	INDEX_EXIT_INVISIBLE
member	INDEX_WALKER
member	INDEX_JUMPER
member	INDEX_SWIMMER
member	INDEX_WALKER2
member	INDEX_JUMPER2
member	INDEX_SWIMMER2
member	INDEX_TRISWITCH
member	INDEX_RED
member	INDEX_GREEN
member	INDEX_BLUE
member	INDEX_BISWITCH
member	INDEX_FALSE
member	INDEX_TRUE
member	myHeroPass
member	myIndex
0
1	0	2566
1
1	1	1	2	4	3	5	4	6	5	10	6	11	7	12	8	29	9	30	10	31	11	215	12	161	13	162	14	163	15	241	16	135	17	192
2
1	18	0
2	18	0
3	18	0
4	18	1
5	18	0
6	18	0
7	18	0
8	18	0
9	18	0
10	18	0
11	18	0
12	18	0
13	18	3
14	18	1
15	18	1
16	18	0
17	18	0
18	18	0
19	18	0
20	18	1
21	18	1
22	18	1
23	18	1
24	18	1
25	18	1
26	18	1
27	18	1
28	18	1
29	18	1
30	18	0
31	18	0
32	18	0
33	18	0
34	18	0
35	18	0
36	18	0
37	18	0
38	18	0
39	18	0
40	18	1
41	18	1
42	18	1
43	18	0
44	18	0
45	18	0
46	18	0
47	18	0
48	18	0
49	18	6
50	18	6
51	18	6
52	18	3
53	18	1
54	18	1
55	18	1
56	18	0
57	18	0
58	18	1
59	18	1
60	18	0
61	18	0
62	18	3
63	18	0
64	18	0
65	18	3
66	18	0
67	18	0
68	18	1
69	18	1
70	18	3
71	18	0
72	18	0
73	18	6
74	18	0
75	18	6
76	18	1
77	18	6
78	18	1
79	18	0
80	18	0
81	18	0
82	18	0
83	18	0
84	18	0
85	18	0
86	18	0
87	18	1
88	18	3
89	18	1
90	18	1
91	18	1
92	18	0
93	18	1
94	18	1
95	18	1
96	18	0
97	18	6
98	18	6
99	18	6
100	18	6
101	18	6
102	18	0
103	18	1
104	18	1
105	18	1
106	18	1
107	18	0
108	18	0
109	18	0
110	18	0
111	18	0
112	18	3
113	18	0
114	18	1
115	18	1
116	18	1
117	18	0
118	18	3
119	18	1
120	18	1
121	18	0
122	18	0
123	18	0
124	18	0
125	18	0
126	18	1
127	18	1
128	18	1
129	18	1
130	18	1
131	18	1
132	18	1
133	18	0
134	18	1
135	18	3
136	18	1
137	18	1
138	18	1
139	18	1
140	18	1
141	18	0
142	18	0
143	18	0
144	18	0
145	18	0
146	18	0
147	18	0
148	18	6
149	18	6
150	18	8
151	18	8
152	18	1
153	18	0
154	18	6
155	18	0
156	18	1
157	18	0
158	18	0
159	18	0
160	18	1
161	18	1
162	18	1
163	18	3
164	18	1
165	18	1
166	18	3
167	18	3
168	18	0
169	18	1
170	18	1
171	18	1
172	18	1
173	18	1
174	18	1
175	18	0
176	18	1
177	18	1
178	18	1
179	18	2
180	18	2
181	18	2
182	18	0
183	18	0
184	18	0
185	18	1
186	18	1
187	18	1
188	18	1
189	18	1
190	18	1
191	18	1
192	18	0
193	18	1
194	18	1
195	18	1
196	18	1
197	18	1
198	18	1
199	18	0
200	18	0
201	18	0
202	18	1
203	18	1
204	18	1
205	18	1
206	18	1
207	18	1
208	18	1
209	18	0
210	18	0
211	18	0
212	18	0
213	18	0
214	18	0
215	18	0
216	18	0
217	18	1
218	18	1
219	18	1
220	18	1
221	18	1
222	18	1
223	18	0
224	18	1
225	18	0
226	18	1
227	18	1
228	18	1
229	18	1
230	18	1
231	18	0
232	18	1
233	18	1
234	18	0
235	18	0
236	18	0
237	18	0
238	18	0
239	18	2
240	18	0
241	18	0
242	18	0
243	18	0
244	18	3
245	18	0
246	18	0
247	18	1
248	18	1
249	18	1
250	18	1
251	18	1
252	18	1
253	18	1
254	18	1
255	18	1
256	18	0
257	18	0
258	18	1
259	18	2
260	18	1
261	18	1
262	18	1
263	18	1
264	18	0
265	18	0
266	18	0
267	18	0
268	18	1
269	18	1
270	18	1
271	18	1
272	18	1
273	18	1
274	18	1
275	18	2
276	18	1
277	18	1
278	18	1
279	18	1
280	18	1
281	18	0
282	18	0
283	18	1
284	18	1
285	18	1
286	18	1
287	18	1
288	18	0
289	18	1
290	18	0
291	18	1
292	18	6
293	18	6
294	18	8
295	18	0
296	18	0
297	18	1
298	18	1
299	18	1
300	18	1
301	18	1
302	18	1
303	18	4
304	18	4
305	18	4
306	18	4
307	18	1
308	18	1
309	18	0
310	18	7
311	18	1
312	18	1
313	18	0
314	18	0
315	18	0
316	18	0
317	18	0
318	18	1
319	18	0
320	18	0
321	18	0
322	18	7
323	18	0
324	18	0
325	18	0
326	18	1
327	18	4
328	18	4
329	18	4
330	18	4
331	18	0
332	18	1
333	18	1
334	18	1
335	18	1
336	18	1
337	18	0
338	18	1
339	18	0
340	18	1
